STUDENT_IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,credit_momentum,credit_momentum_label,gateway_struggle,gateway_performance,extreme_unmet_need,unmet_need_segment,low_earned_hours,risk_score,risk_category,gpa_quartile,test_quartile,weak_preparation,efc_segment,financial_profile,gross_need_quartile,unmet_need_quartile,net_price_category,unmet_need_normalized,efc_normalized,financial_stress_score,financial_stress_level,revenue_if_retained,revenue_loss_if_not_returned,full_time_first_term,full_time_label,credit_intensity,second_term_enrolled,second_term_status,has_both_terms,credit_change,credit_momentum_trend,first_term_year,first_term_month,admission_season,cohort,father_first_gen,mother_first_gen,first_gen,first_gen_label,residency_label,distance_category,off_campus,out_of_state,demographic_disadvantage_score,demographic_disadvantage_level
7796935,18,F,BGD 7,N,N,French,Theatre Arts,,,,200808,ECON 2105,D,COMM 1110,C,MATH 1113,B,,,,,,,200902,FREN 1002,F,HIST 1111,F,HIST 2111,F,POLS 1101,F,THEA 1100,B,,,Off Campus,0,0.0,3.18,SCHOOL 17,2.0,High School,2.0,High School,B,Bachelors,13,13,19.0,6.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-7.0,Major Drop (>3 hrs),2008,8,Summer,Summer 2008,1,1,1,First-Generation,Out-of-State,Local (<25 mi),0,1,2,Multiple Factors
7853848,18,F,BGD 2,Y,N,Early Childhood Education,N,,470.0,,200608,ENGL 1101,D,POLS 1101,C,ARTH 1100,B,,,,,,,200702,COMM 1110,F,SPAN 1002,F,ENGL 1101,B,,,,,,,On Campus,1,150.0,2.18,SCHOOL 247,2.0,High School,3.0,College/Beyond,B,Bachelors,15,12,12.0,6.0,1073760,1176420,102660,733260.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),0,2,3-High Risk,Q1-Lowest,,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.6838366496387006,0.01711017110171102,1.6667264785369897,Severe Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-6.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7849123,18,F,BGD 1,N,N,Early Childhood Education,N,21.0,,990.0,200908,ENGL 1101,D,HIST 1112,C,,,,,,,,,201002,ECON 2105,F,HIST 2111,F,MATH 1111,F,ENGL 1101,D,,,,,Off Campus,0,0.0,3.0,SCHOOL 7,3.0,College/Beyond,2.0,High School,B,Bachelors,13,6,14.0,3.0,1322700,1324500,1800,517500.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),1,3,4-Critical Risk,Q2-Below Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.6079911921404195,0.0003000030000300003,1.6076911891403896,Severe Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,0,1,0,Continuing-Generation,Out-of-State,Local (<25 mi),0,1,1,Single Factor
7827831,19,F,BGD 1,Y,N,Psychology,N,,,,200808,ENVS 1105,D,ENGL 1101,C,,,,,,,,,200902,MUSC 1100,F,PSYC 1101,F,,,,,,,,,Off Campus,0,0.0,3.09,SCHOOL 2,,No Information,,No Information,B,Bachelors,12,9,6.0,0.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q2-Below Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-9.0,Major Drop (>3 hrs),2008,8,Summer,Summer 2008,0,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7983995,18,F,BGD 1,N,N,Management,N,,910.0,910.0,200508,HIST 1111,D,COMM 1110,C,ENGL 1101,C,POLS 1101,C,,,,,200602,ENGL 1102,F,MATH 1111,F,ECON 2106,C,,,,,,,Off Campus,0,0.0,2.87,SCHOOL 105,2.0,High School,3.0,College/Beyond,B,Bachelors,12,12,12.0,6.0,2124900,2124900,0,1478400.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),0,2,3-High Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.9457734507152168,0.0,1.9457734507152167,Severe Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-6.0,Major Drop (>3 hrs),2005,8,Summer,Summer 2005,1,0,0,Continuing-Generation,Out-of-State,Local (<25 mi),0,1,1,Single Factor
7916886,18,M,BGD 1,Y,N,Theatre Arts,N,18.0,,870.0,200908,HIST 1112,D,ENGL 1101,C,,,,,,,,,201002,ARTH 1100,F,CPSC 1105,F,,,,,,,,,On Campus,1,150.0,2.81,SCHOOL 216,4.0,Other/Unknown,3.0,College/Beyond,B,Bachelors,16,16,13.0,7.0,1175760,1418100,242340,524100.0,1,On Track (15+ hrs),1,Failing (D/F),1,Extreme (>$469k),0,2,3-High Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.6103112700950388,0.04039040390403904,1.5699208661909998,Severe Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-9.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7869734,18,F,BGD 1,Y,N,Criminal Justice,Psychology,21.0,,990.0,200908,HIST 1112,D,ENGL 1101,C,PSYC 1101,C,,,,,,,201002,ANTH 1105,F,ARTH 1100,F,SOCI 1101,C,,,,,,,Off Campus,0,69.0,3.16,SCHOOL 11,2.0,High School,2.0,High School,B,Bachelors,15,15,12.0,3.0,1410180,1410180,0,402780.0,1,On Track (15+ hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q3-Moderate Unmet,Expensive,0.5676640189655827,0.0,1.5676640189655826,Severe Stress,12000,12000,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-12.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,1,1,1,First-Generation,In-State,Regional (25-100),0,0,1,Single Factor
7831185,18,M,BGD 4,Y,N,Pre-Business,N,18.0,900.0,870.0,200908,HIST 2111,D,ENGL 1101,C,,,,,,,,,201002,ARTH 1100,F,BIOL 1125,F,ENGL 1102,F,,,,,,,Off Campus,1,0.0,2.86,SCHOOL 17,,No Information,2.0,High School,B,Bachelors,13,9,13.0,0.0,1316580,1316580,0,811080.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),1,3,4-Critical Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.7111924778854388,0.0,1.7111924778854388,Severe Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-9.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,0,1,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7938676,17,M,BGD 3,Y,N,Exercise Science,N,,1000.0,990.0,201008,HIST 2111,D,ECON 2106,C,,,,,,,,,201102,COMM 1110,F,GEOL 1121,F,ITDS 1156,F,POLS 1101,D,,,,,On Campus,1,138.0,2.88,SCHOOL 410,2.0,High School,,No Information,B,Bachelors,13,13,12.0,3.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-10.0,Major Drop (>3 hrs),2010,8,Summer,Summer 2010,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7773142,18,F,BGD 3,Y,N,Early Childhood Education,N,21.0,,990.0,201008,HIST 2112,D,ITDS 2749,C,SOCI 1101,C,ENGL 1101,A,,,,,201102,COMM 1110,F,MATH 1111,F,GEOL 1121,D,ENGL 1102,C,GEOL 1121L,A,ITDS 2735,A,On Campus,1,150.0,2.66,SCHOOL 69,2.0,High School,3.0,College/Beyond,B,Bachelors,14,10,14.0,8.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q2-Below Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-2.0,Minor Drop (1-3),2010,8,Summer,Summer 2010,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7756224,18,M,BGD 2,Y,N,English Language/Literature,N,,1090.0,1110.0,201008,MATH 1111,D,ENGL 1101I,C,ARTH 1100I,B,SOCI 1101,A,,,,,201102,BIOL 1215K,F,ENGL 1102,F,HIST 2112,D,,,,,,,Off Campus,0,69.0,2.75,SCHOOL 10,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,12,12,11.0,4.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q1-Lowest,Q3-Above Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-8.0,Major Drop (>3 hrs),2010,8,Summer,Summer 2010,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7931085,18,F,BGD 3,Y,N,Exercise Science,N,17.0,,830.0,200808,POLS 1101,D,ENGL 1101,C,,,,,,,,,200902,COMM 1110,F,HIST 2112,F,CHEM 1211,D,MATH 1111,D,CHEM 1211L,C,ENGL 1102,C,On Campus,1,150.0,3.06,SCHOOL 19,2.0,High School,2.0,High School,B,Bachelors,15,15,16.0,7.0,550260,1306020,755760,202680.0,1,On Track (15+ hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q3-Moderate Unmet,Affordable,0.4973234737050801,0.12596125961259613,1.3713622140924842,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-8.0,Major Drop (>3 hrs),2008,8,Summer,Summer 2008,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7867446,18,F,BGD 3,Y,N,Early Childhood Education,N,,950.0,950.0,201008,PSYC 1101,D,ENGL 1101,C,HIST 2112,C,LEAD 1705,A,,,,,201102,ENGL 1102,F,PSYC 1101,F,ENVS 1105,D,MATH 1111,B,,,,,On Campus,0,150.0,3.36,SCHOOL 394,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,15,8,13.0,7.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q3-Above Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2010,8,Summer,Summer 2010,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7896642,18,F,BGD 4,Y,N,Exercise Science,N,,970.0,950.0,200908,SOCI 1101,D,COMM 1110,C,HIST 1112,C,ENGL 1101,B,ITDS 2749,B,,,201002,BIOL 1225K,F,HIST 2112,F,CPSC 1105,B,ENGL 1102,A,SPAN 1002,A,,,On Campus,0,150.0,3.5,SCHOOL 19,2.0,High School,2.0,High School,B,Bachelors,15,15,16.0,9.0,1410180,1410180,0,466260.0,1,On Track (15+ hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q3-Above Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q3-Moderate Unmet,Expensive,0.5899789505654662,0.0,1.5899789505654662,Severe Stress,12000,12000,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-6.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7793772,18,M,BGD 6,Y,N,Computer Science - Games,N,,1270.0,1260.0,201008,STAT 1127,D,CHEM 1211L,C,MATH 2125,C,CHEM 1211,B,PSYC 1101,B,,,201102,ENGL 1102,F,MATH 1132,F,CPSC 1301L,D,CPSC 1301,C,,,,,Off Campus,1,69.0,3.6,SCHOOL 11,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,16,16,14.0,6.0,0,0,0,0.0,1,On Track (15+ hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q4-Highest,Q4-Highest,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,1,Full-Time (≥12 hrs),Full Load (15-17),1,Enrolled 2nd Term,True,-10.0,Major Drop (>3 hrs),2010,8,Summer,Summer 2010,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
8022910,18,F,BGD 1,Y,N,Early Childhood Education,N,,950.0,950.0,200608,BIOL 1125,F,ENGL 1101,C,COMM 1110,B,,,,,,,200702,HIST 2111,F,MATH 1111,F,ENGL 1102,C,PSYC 1101,C,,,,,Off Campus,1,69.0,2.84,SCHOOL 2,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,12,9,12.0,3.0,603660,1187280,583620,212880.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q2-Below Avg,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q2-Low Need,Q3-Moderate Unmet,Affordable,0.5009090487258554,0.0972709727097271,1.4036380760161284,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-6.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7791584,18,F,BGD 3,Y,N,Music Performance,N,,900.0,910.0,200908,BIOL 1125,F,ENGL 1101,C,ITDS 1146,B,ITDS 2735,B,MUSC 1100,B,,,201002,ECON 2105,F,GEOL 1121,F,HIST 2112,F,ENGL 1102,D,,,,,On Campus,0,0.0,2.75,SCHOOL 48,4.0,Other/Unknown,4.0,Other/Unknown,B,Bachelors,13,10,12.0,3.0,1418100,1418100,0,561600.0,0,Behind (<15 hrs),1,Failing (D/F),1,Extreme (>$469k),1,3,4-Critical Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Extreme (>$469k),Q2-Low Need,Q3-Moderate Unmet,Very Expensive,0.6234935312008302,0.0,1.6234935312008303,Severe Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-7.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,0,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7823908,18,F,BGD 4,Y,N,Communication,N,20.0,,950.0,200608,CHEM 1151,F,HIST 2111,C,COMM 1110,B,CHEM 1151L,A,,,,,200702,ENGL 1102,F,THEA 1100,F,HIST 1112,D,,,,,,,Off Campus,0,0.0,3.4,SCHOOL 10,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,10,12.0,6.0,0,299160,0,-299160.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q3-Above Avg,Q2-Below Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.32091318268293817,0.0,1.3209131826829381,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-4.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,0,0,0,Continuing-Generation,In-State,Local (<25 mi),0,0,0,No Disadvantage
7785463,18,F,BGD 3,Y,N,Pre-Nursing,N,13.0,880.0,640.0,201008,CHEM 1151,F,ENGL 1101,C,CHEM 1151L,B,MUSC 1100,B,,,,,201102,HIST 2111,F,ITDS 1155,F,COMM 1110,C,ENGL 1102,B,,,,,On Campus,0,138.0,2.56,SCHOOL 79,2.0,High School,3.0,College/Beyond,B,Bachelors,12,9,16.0,6.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2010,8,Summer,Summer 2010,1,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7902359,18,F,BGD 3,Y,N,Undeclared,N,26.0,,1190.0,200608,COMM 1110,F,HIST 2112,C,POLS 1101,B,THEA 1100,A,,,,,200702,ENGL 1102,F,MATH 1111,F,ENGL 2136,B,,,,,,,On Campus,1,150.0,2.53,SCHOOL 297,2.0,High School,2.0,High School,B,Bachelors,13,10,19.0,10.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q4-Highest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,0.0,Stable (±1),2006,8,Summer,Summer 2006,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7880772,18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,,1110.0,1110.0,200808,CPSC 1301,F,STAT 1127,C,ITDS 2735,B,MATH 1131,B,CPSC 1301L,A,,,200902,ARTH 1100,F,HIST 2111,F,MATH 1132,F,,,,,,,Off Campus,0,69.0,3.33,SCHOOL 2,,No Information,,No Information,B,Bachelors,12,9,10.0,0.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q3-Above Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-9.0,Major Drop (>3 hrs),2008,8,Summer,Summer 2008,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7997779,18,M,BGD 1,Y,N,English Language/Literature,N,,,,201008,ENGL 1102,F,HIST 2112,C,PSYC 1101,B,,,,,,,201102,ARTH 1100,F,ITDS 2735,F,ENVS 1105,C,ITDS 2749,B,MATH 1101,A,,,On Campus,0,150.0,3.18,SCHOOL 54,,No Information,,No Information,B,Bachelors,16,9,14.0,10.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q2-Below Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,1.0,Stable (±1),2010,8,Summer,Summer 2010,0,0,0,Continuing-Generation,In-State,Distant (100-300),0,0,0,No Disadvantage
7956643,18,M,BGD 3,Y,N,Criminal Justice,N,,970.0,950.0,200908,HIST 1111,F,COMM 1110,C,ENGL 1101,C,,,,,,,201002,ARTH 1100,F,HIST 2111,F,,,,,,,,,On Campus,0,138.0,2.61,SCHOOL 109,2.0,High School,2.0,High School,B,Bachelors,12,6,17.0,3.0,159840,1025700,865860,65700.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q2-Below Avg,1,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q2-Low Unmet,Very Affordable,0.4491713103378455,0.14431144311443114,1.3048598672234144,High Stress,12000,12000,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2009,8,Summer,Summer 2009,1,1,1,First-Generation,In-State,Distant (100-300),0,0,1,Single Factor
7998094,17,M,BGD 1,N,N,Pre-Business,N,,1020.0,1030.0,200908,HIST 2111,F,COMM 1110I,C,ENGL 1101I,C,,,,,,,201002,BIOL 1125,F,ENGL 1102,F,MATH 1111,C,,,,,,,Off Campus,1,0.0,3.23,SCHOOL 1,2.0,High School,2.0,High School,B,Bachelors,16,9,14.0,8.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q3-Above Avg,Q3-Above Avg,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-1.0,Minor Drop (1-3),2009,8,Summer,Summer 2009,1,1,1,First-Generation,Out-of-State,Local (<25 mi),0,1,2,Multiple Factors
8003052,18,M,BGD 1,Y,N,Music Performance,N,,1050.0,1070.0,200608,MATH 1111,F,ENGL 1101,C,,,,,,,,,200702,COMM 1110,F,MUSC 1100,F,,,,,,,,,On Campus,1,69.0,2.69,SCHOOL 25,3.0,College/Beyond,3.0,College/Beyond,B,Bachelors,13,10,13.0,7.0,0,1176420,1346340,-299160.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q3-Above Avg,1,High EFC (>$810k),High EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.32091318268293817,0.22439224392243923,1.0965209387604988,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-3.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,0,0,0,Continuing-Generation,In-State,Regional (25-100),0,0,0,No Disadvantage
7825819,17,F,BGD 3,N,N,History and Secondary Ed,N,,,,200608,ARTH 1100,D,ENGL 1101,D,HIST 2111,D,ECON 2105,C,COMM 1110,A,,,200702,HIST 2112,F,POLS 1101,F,,,,,,,,,Off Campus,0,0.0,3.0,SCHOOL 34,2.0,High School,3.0,College/Beyond,B,Bachelors,17,14,10.0,0.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),0,1,2-Moderate Risk,Q2-Below Avg,,0,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,12000,1,Full-Time (≥12 hrs),Standard (12-14),1,Enrolled 2nd Term,True,-14.0,Major Drop (>3 hrs),2006,8,Summer,Summer 2006,1,0,0,Continuing-Generation,Out-of-State,Local (<25 mi),0,1,1,Single Factor
7964862,18,M,BGD 1,N,N,Chemistry,N,17.0,,830.0,201008,ARTH 1100,D,HIST 2112,D,,,,,,,,,201102,ENVS 1105,F,HIST 1112I,F,BIOL 1215K,C,ENGL 1101I,C,,,,,Off Campus,1,0.0,2.62,SCHOOL 7,2.0,High School,3.0,College/Beyond,B,Bachelors,13,9,13.0,7.0,0,0,0,0.0,0,Behind (<15 hrs),1,Failing (D/F),0,Manageable (<$469k),1,2,3-High Risk,Q1-Lowest,Q1-Lowest,1,Lower/Middle EFC,Lower/Middle EFC / Manageable (<$469k),Q1-Lowest Need,Q1-Lowest Unmet,Very Affordable,0.42607598888049913,0.0,1.4260759888804992,High Stress,12000,0,0,Part-Time (<12 hrs),Part-Time (6-11),1,Enrolled 2nd Term,True,-2.0,Minor Drop (1-3),2010,8,Summer,Summer 2010,1,0,0,Continuing-Generation,Out-of-State,Local (<25 mi),0,1,1,Single Factor
